ensembl_gene_id,CTRL-1,CTRL-2,CTRL-3,27HC-1,27HC-2,27HC-3
ENSG00000158497,72,44,56,22,23,6
ENSG00000158516,1,0,0,0,0,0
ENSG00000158517,29,19,10,5,28,17
ENSG00000158525,0,2,0,0,0,0
ENSG00000158526,864,874,1175,741,1215,944
ENSG00000158528,0,1,0,2,0,0
ENSG00000158545,801,1079,1292,1626,2655,2344
ENSG00000158552,1502,1569,1748,872,1083,1015
ENSG00000158553,0,0,0,0,0,0
ENSG00000158555,164,207,271,312,507,435
ENSG00000158560,0,2,5,4,6,2
ENSG00000158571,5,11,3,18,9,22
ENSG00000158578,4,4,2,0,2,0
ENSG00000158604,2070,2751,2279,2141,2910,2713
ENSG00000158615,2437,3372,2219,4006,5228,4800
ENSG00000158623,328,436,497,369,436,338
ENSG00000158636,362,520,437,568,783,678
ENSG00000158639,0,0,0,0,0,0
ENSG00000158669,556,782,1065,1026,1488,1425
ENSG00000158683,0,1,0,2,2,0
ENSG00000158691,227,315,206,289,385,368
ENSG00000158710,18689,22420,20211,15220,21270,18619
ENSG00000158711,1987,2724,1826,3093,3523,3380
ENSG00000158714,0,7,12,10,2,2
ENSG00000158715,8,12,14,13,41,26
ENSG00000158716,646,629,676,329,451,372
ENSG00000158717,1815,2080,2813,1730,2364,2435
ENSG00000158731,0,0,0,0,0,0
ENSG00000158747,2306,2155,3703,748,1220,1053
ENSG00000158748,3,1,7,1,3,0
ENSG00000158764,3,0,0,0,0,0
ENSG00000158769,336,465,372,170,282,234
ENSG00000158773,1304,1404,1604,1020,1510,1401
ENSG00000158786,0,0,0,0,2,0
ENSG00000158792,222,138,227,145,215,176
ENSG00000158793,504,647,646,389,568,509
ENSG00000158796,728,759,586,682,813,728
ENSG00000158805,196,320,420,361,714,704
ENSG00000158806,11,10,18,22,31,27
ENSG00000158813,0,3,0,0,1,9
ENSG00000158815,1,8,4,4,0,4
ENSG00000158816,0,0,0,0,0,0
ENSG00000158825,3,4,0,0,0,0
ENSG00000158828,35,100,65,75,125,121
ENSG00000158850,1431,1452,1648,1398,1788,1632
ENSG00000158856,69,132,117,279,432,527
ENSG00000158859,12,20,21,22,9,4
ENSG00000158863,502,651,924,745,1175,1233
ENSG00000158864,2933,3334,3825,1935,2171,1916
ENSG00000158865,0,1,2,4,7,2
ENSG00000158869,337,419,347,601,607,538
ENSG00000158874,0,0,0,0,1,0
ENSG00000158882,178,257,348,417,562,535
ENSG00000158887,52,97,86,16,46,46
ENSG00000158901,0,0,0,0,0,0
ENSG00000158941,1665,1848,2924,1969,3218,3066
ENSG00000158955,0,0,0,0,0,0
ENSG00000158966,0,0,0,0,2,2
ENSG00000158985,6287,7784,5495,9114,9392,8533
ENSG00000158987,546,525,345,517,502,508
ENSG00000159023,232,766,905,1402,2531,2308
ENSG00000159055,1126,1096,1095,670,802,716
ENSG00000159063,905,1100,673,1160,1223,1141
ENSG00000159069,2674,2935,3917,3084,4908,4709
ENSG00000159079,119,102,130,97,98,87
ENSG00000159082,439,539,392,780,834,756
ENSG00000159086,1036,1231,1006,1557,1733,1512
ENSG00000159110,67,168,131,133,209,169
ENSG00000159111,1392,1534,981,966,1208,1087
ENSG00000159128,18,33,39,34,53,37
ENSG00000159131,1590,1865,1671,2570,3485,3003
ENSG00000159140,5329,5261,4595,9815,13081,11987
ENSG00000159147,1359,1655,1319,1519,1245,1269
ENSG00000159164,785,1188,1192,735,1086,1168
ENSG00000159166,0,0,0,0,0,0
ENSG00000159167,1,2,1,5,4,5
ENSG00000159173,0,0,0,0,0,0
ENSG00000159176,1629,2116,2145,1524,2678,2515
ENSG00000159182,0,0,0,0,0,0
ENSG00000159184,0,0,0,0,0,0
ENSG00000159186,0,0,0,0,0,0
ENSG00000159189,0,0,0,0,0,0
ENSG00000159197,0,1,0,1,0,0
ENSG00000159199,2143,1532,1620,1064,1308,1103
ENSG00000159200,280,231,220,347,258,266
ENSG00000159202,2175,2488,2611,2580,3767,3671
ENSG00000159208,0,3,5,3,19,3
ENSG00000159210,683,552,823,403,654,611
ENSG00000159212,5,1,15,16,49,15
ENSG00000159214,7,14,23,18,26,31
ENSG00000159216,1189,1545,1295,1978,2698,2479
ENSG00000159217,0,0,0,0,0,0
ENSG00000159224,0,0,0,0,0,0
ENSG00000159228,1006,814,984,522,529,598
ENSG00000159231,111,70,108,78,60,58
ENSG00000159239,0,0,0,1,0,0
ENSG00000159247,0,0,0,0,0,0
ENSG00000159248,0,0,0,0,0,0
ENSG00000159251,0,0,0,0,0,0
ENSG00000159256,590,868,543,1621,1428,1122
ENSG00000159259,1366,1462,1526,1102,1350,1172
ENSG00000159261,0,0,0,0,0,0
ENSG00000159263,1,0,0,0,0,0
ENSG00000159267,294,387,338,471,705,646
ENSG00000159289,0,0,0,0,1,0
ENSG00000159307,1,8,8,9,9,6
ENSG00000159314,678,1072,1227,1257,2287,2083
ENSG00000159322,1061,1261,1115,1639,2230,2044
ENSG00000159335,5739,5648,6484,1901,2771,2162
ENSG00000159337,0,0,0,0,0,0
ENSG00000159339,0,0,2,0,0,0
ENSG00000159346,1626,2340,1597,2655,3565,3086
ENSG00000159348,373,402,521,369,449,415
ENSG00000159352,7357,6187,8148,3923,5313,4783
ENSG00000159363,769,968,1170,1468,2274,2107
ENSG00000159374,7,5,6,8,22,7
ENSG00000159377,11370,9116,11530,6982,8409,7423
ENSG00000159387,0,0,0,0,0,0
ENSG00000159388,2135,3262,2104,2142,3074,2699
ENSG00000159398,0,0,4,0,0,0
ENSG00000159399,867,1037,1032,900,1393,1258
ENSG00000159403,97,128,152,93,134,145
ENSG00000159409,1,2,0,0,0,10
ENSG00000159423,66,51,77,115,169,165
ENSG00000159433,272,318,415,435,931,864
ENSG00000159445,514,550,388,681,772,640
ENSG00000159450,1,9,0,5,5,10
ENSG00000159455,0,0,0,0,0,0
ENSG00000159459,917,1149,781,1699,1979,1727
ENSG00000159461,2346,2665,2438,2174,3009,3001
ENSG00000159479,820,797,752,652,871,733
ENSG00000159495,0,0,0,0,0,0
ENSG00000159496,235,196,193,149,226,192
ENSG00000159516,0,0,0,0,0,0
ENSG00000159527,2,0,0,0,0,3
ENSG00000159556,56,84,84,31,57,55
ENSG00000159579,582,764,541,899,893,865
ENSG00000159588,27,55,69,36,53,63
ENSG00000159592,1276,1779,1593,1978,2647,2524
ENSG00000159593,2194,2610,1991,2911,2588,2319
ENSG00000159596,588,683,378,564,545,502
ENSG00000159618,929,1293,1571,2300,3812,3499
ENSG00000159625,0,3,0,0,0,0
ENSG00000159640,0,0,0,0,7,1
ENSG00000159648,0,0,0,0,0,0
ENSG00000159650,0,7,0,0,3,0
ENSG00000159658,1560,2476,1725,3464,4470,4055
ENSG00000159674,298,499,637,64,92,98
ENSG00000159685,189,207,213,116,164,176
ENSG00000159692,2754,3018,3532,2475,3436,3133
ENSG00000159708,4,9,2,9,7,9
ENSG00000159712,0,0,2,1,6,4
ENSG00000159713,6,0,1,0,0,0
ENSG00000159714,23,24,38,32,46,22
ENSG00000159720,1917,1858,2123,2393,2922,2730
ENSG00000159723,0,4,5,0,0,0
ENSG00000159733,88,199,215,239,403,328
ENSG00000159753,1701,2247,3123,2685,4244,3857
ENSG00000159761,148,100,181,19,59,27
ENSG00000159763,0,0,0,0,0,0
ENSG00000159784,11,16,11,13,41,25
ENSG00000159788,51,64,112,32,72,56
ENSG00000159792,217,299,332,268,484,510
ENSG00000159840,1882,2587,3529,2248,3985,3761
ENSG00000159842,691,1261,1742,1342,2665,2661
ENSG00000159860,12,34,18,13,12,18
ENSG00000159871,2,8,7,9,6,8
ENSG00000159873,838,1335,757,1175,1144,1242
ENSG00000159882,73,114,71,57,90,77
ENSG00000159884,140,132,259,39,139,140
ENSG00000159885,54,55,40,41,41,44
ENSG00000159899,37,64,38,63,91,93
ENSG00000159904,1,0,0,0,11,3
ENSG00000159905,8,14,7,4,3,0
ENSG00000159915,38,28,36,10,11,25
ENSG00000159917,69,91,80,85,95,109
ENSG00000159921,667,957,674,1019,1372,1262
ENSG00000159958,140,244,302,79,153,129
ENSG00000159961,0,0,0,0,0,0
ENSG00000160007,944,1200,1645,1363,2630,2184
ENSG00000160013,583,656,890,516,669,674
ENSG00000160014,11319,13489,15251,7580,13353,11966
ENSG00000160049,722,934,980,849,1158,1059
ENSG00000160050,1090,972,1220,432,603,686
ENSG00000160051,186,165,149,81,86,109
ENSG00000160055,64,52,82,56,60,46
ENSG00000160058,409,696,609,922,1609,1588
ENSG00000160062,0,3,1,3,9,11
ENSG00000160072,1021,880,1313,1277,1836,1862
ENSG00000160075,3873,3764,4476,3320,4010,3683
ENSG00000160087,2140,1921,2750,1546,2155,2059
ENSG00000160094,302,343,338,355,653,542
ENSG00000160097,2,2,13,5,8,5
ENSG00000160111,5,15,17,10,12,24
ENSG00000160113,170,143,229,107,133,165
ENSG00000160117,84,108,88,73,162,141
ENSG00000160124,354,340,250,237,256,263
ENSG00000160131,1791,2064,1424,1328,1559,1322
ENSG00000160145,4,0,0,0,3,1
ENSG00000160161,16,16,10,2,12,11
ENSG00000160172,0,0,1,0,0,0
ENSG00000160179,27,59,57,46,142,85
ENSG00000160180,0,0,0,0,0,0
ENSG00000160181,0,0,0,0,0,0
ENSG00000160182,0,0,0,0,0,0
ENSG00000160183,275,430,373,104,93,115
ENSG00000160185,1597,2416,2955,1402,2486,2301
ENSG00000160188,0,0,0,0,0,0
ENSG00000160190,54,61,49,133,263,210
ENSG00000160191,33,42,49,45,22,31
ENSG00000160193,570,359,448,357,528,559
ENSG00000160194,754,761,902,522,692,676
ENSG00000160199,430,455,448,610,729,562
ENSG00000160200,12,25,55,20,92,92
ENSG00000160201,640,678,677,630,937,947
ENSG00000160202,1,0,0,0,0,0
ENSG00000160207,13,28,24,12,12,15
ENSG00000160208,889,1048,1045,1785,2437,2222
ENSG00000160209,1852,1856,2269,1696,2914,2544
ENSG00000160211,1079,1410,1765,1741,2834,2768
ENSG00000160213,1003,1099,853,1183,1495,1367
ENSG00000160214,796,636,1131,624,967,968
ENSG00000160216,2082,2687,3239,3841,5285,4751
ENSG00000160218,308,414,453,1565,2696,2154
ENSG00000160219,294,364,375,673,746,667
ENSG00000160221,37,45,61,33,36,43
ENSG00000160223,7,23,29,32,44,46
ENSG00000160224,0,4,7,7,6,14
ENSG00000160226,61,98,175,138,231,209
ENSG00000160229,39,57,44,21,51,56
ENSG00000160233,21,64,58,29,93,62
ENSG00000160255,5269,9553,15290,7771,12922,12962
ENSG00000160256,1147,828,1537,298,825,650
ENSG00000160271,192,140,347,168,274,224
ENSG00000160282,4,0,1,0,4,3
ENSG00000160284,213,216,272,67,60,43
ENSG00000160285,953,1602,2096,663,1204,1150
ENSG00000160293,159,268,298,293,497,448
ENSG00000160294,129,305,704,979,1987,1787
ENSG00000160298,831,1353,1525,503,872,925
ENSG00000160299,1254,1594,1847,2123,4046,3883
ENSG00000160305,540,906,813,823,1242,1220
ENSG00000160307,5,6,19,5,8,0
ENSG00000160310,2277,2498,2974,1592,2266,2052
ENSG00000160318,154,235,190,138,201,189
ENSG00000160321,0,0,2,0,2,0
ENSG00000160323,65,148,278,57,129,86
ENSG00000160325,28,34,75,23,28,32
ENSG00000160326,39,64,77,71,80,66
ENSG00000160336,395,501,518,402,518,428
ENSG00000160339,0,0,0,0,0,0
ENSG00000160345,26,21,18,0,6,17
ENSG00000160349,0,0,1,0,0,0
ENSG00000160352,636,726,555,755,830,914
ENSG00000160360,16,35,21,38,69,69
ENSG00000160392,434,530,492,567,901,777
ENSG00000160396,0,0,0,0,0,0
ENSG00000160401,5,4,7,22,34,18
ENSG00000160404,556,663,938,570,929,948
ENSG00000160408,19,15,15,2,18,12
ENSG00000160410,3248,3990,3901,3433,4471,4168
ENSG00000160439,204,210,240,207,286,235
ENSG00000160445,465,650,992,599,969,1044
ENSG00000160446,1992,2198,2812,1269,1690,1743
ENSG00000160447,541,574,737,405,763,711
ENSG00000160460,8,15,13,0,0,1
ENSG00000160469,17,52,38,35,116,71
ENSG00000160471,18,6,8,5,0,2
ENSG00000160472,0,0,2,0,0,1
ENSG00000160505,0,0,0,0,0,0
ENSG00000160539,1,2,1,3,1,0
ENSG00000160551,517,777,586,1514,2029,1798
ENSG00000160563,941,775,813,859,921,855
ENSG00000160570,509,596,847,506,945,891
ENSG00000160584,339,434,455,533,941,871
ENSG00000160588,784,1019,783,1697,1798,1637
ENSG00000160593,5123,5023,5874,2588,2997,2956
ENSG00000160602,31,23,54,64,111,137
ENSG00000160606,29,14,21,6,14,15
ENSG00000160613,761,769,967,1083,2414,2145
ENSG00000160633,3378,3320,4981,3171,4307,4149
ENSG00000160654,4733,4915,3435,3827,4093,3590
ENSG00000160678,6,8,10,2,9,21
ENSG00000160679,1992,2068,2018,1774,2423,2106
ENSG00000160683,0,0,0,0,0,0
ENSG00000160685,1477,2245,3011,1535,2904,2788
ENSG00000160688,650,856,767,601,1093,853
ENSG00000160691,232,434,422,685,1460,1356
ENSG00000160695,522,838,732,937,1624,1446
ENSG00000160703,603,883,1203,517,931,937
ENSG00000160710,5711,6856,8019,11124,17766,16451
ENSG00000160712,0,4,5,0,12,2
ENSG00000160714,1770,2211,1736,2300,2652,2250
ENSG00000160716,4,0,4,2,8,0
ENSG00000160741,1352,1802,1875,1910,3420,3013
ENSG00000160746,259,406,504,756,804,686
ENSG00000160752,966,1267,1646,497,828,694
ENSG00000160753,445,686,663,582,860,957
ENSG00000160766,0,0,0,0,0,0
ENSG00000160767,810,1243,1409,707,1148,920
ENSG00000160781,256,451,504,287,443,440
ENSG00000160783,1021,751,1160,638,584,628
ENSG00000160785,1137,1258,1165,1594,2015,1939
ENSG00000160789,4266,2902,4750,3476,5185,4887
ENSG00000160791,397,315,344,1049,1575,1331
ENSG00000160796,3752,4405,6839,5410,8923,8834
ENSG00000160799,1822,1442,1873,626,1161,1072
ENSG00000160801,0,0,0,0,0,0
ENSG00000160803,973,1059,1022,1409,2253,2094
ENSG00000160808,0,0,0,0,0,0
ENSG00000160813,837,786,1304,270,350,382
ENSG00000160818,0,0,0,0,1,0
ENSG00000160838,0,0,0,0,0,0
ENSG00000160856,0,0,0,0,0,0
ENSG00000160862,0,0,0,0,0,0
ENSG00000160867,15,22,42,9,21,16
ENSG00000160868,0,2,0,0,1,0
ENSG00000160870,0,0,0,1,1,0
ENSG00000160877,1088,1444,2287,1877,4037,3589
ENSG00000160882,5,7,13,1,15,12
ENSG00000160883,21,19,34,25,46,41
ENSG00000160886,0,0,0,0,0,0
ENSG00000160888,3516,3713,3646,1108,1769,1438
ENSG00000160908,1139,1114,1262,911,1645,1356
ENSG00000160917,1075,1331,1285,822,1479,1321
ENSG00000160932,17293,16898,21917,13003,15506,14322
ENSG00000160948,2990,3095,3492,1880,2425,2204
ENSG00000160949,835,1063,1328,1045,1664,1476
ENSG00000160951,11,10,19,24,22,10
ENSG00000160953,383,396,614,461,715,549
ENSG00000160957,1414,1627,3098,1249,2005,1901
ENSG00000160959,328,399,517,638,878,779
ENSG00000160961,129,247,138,151,228,223
ENSG00000160963,0,1,0,3,0,2
ENSG00000160972,421,257,413,269,302,316
ENSG00000160973,2,12,2,2,1,6
ENSG00000160991,2845,2899,3761,2074,3803,3593
ENSG00000160993,298,424,608,142,281,265
ENSG00000160994,0,0,0,0,0,0
ENSG00000160999,6,17,17,16,15,4
ENSG00000161010,81,148,187,302,584,582
ENSG00000161011,2727,3507,4759,7199,10849,10088
ENSG00000161013,2569,3020,3389,2770,4258,4065
ENSG00000161016,35687,33215,40473,12009,22084,20617
ENSG00000161021,524,861,781,858,1650,1556
ENSG00000161031,9,7,27,9,14,6
ENSG00000161036,645,719,1009,770,1203,1136
ENSG00000161040,1,0,0,6,11,12
ENSG00000161048,139,158,99,132,120,123
ENSG00000161055,0,0,0,0,0,0
ENSG00000161057,3762,3631,3788,5188,5114,4800
ENSG00000161082,10,2,2,9,4,4
ENSG00000161091,434,504,766,623,983,891
ENSG00000161103,0,0,0,0,0,0
ENSG00000161132,3,7,10,8,6,10
ENSG00000161133,0,0,0,0,5,1
ENSG00000161179,1534,1737,2396,1041,1541,1449
ENSG00000161180,9,15,4,11,6,17
ENSG00000161202,786,1024,1049,1810,2961,2669
ENSG00000161203,4585,5142,6306,5552,7428,6629
ENSG00000161204,711,623,959,716,1071,1022
ENSG00000161217,876,1017,1073,1259,1730,1498
ENSG00000161243,3,8,1,0,4,4
ENSG00000161249,0,0,0,0,0,0
ENSG00000161265,64,79,55,78,129,106
ENSG00000161267,1239,1424,1761,1033,1798,1726
ENSG00000161270,0,0,0,1,0,0
ENSG00000161277,71,73,118,45,60,59
ENSG00000161281,3,0,0,0,1,2
ENSG00000161298,27,53,32,63,43,56
ENSG00000161328,60,26,46,29,34,31
ENSG00000161381,2,0,5,3,4,0
ENSG00000161395,266,389,501,266,378,314
ENSG00000161405,309,423,391,627,883,811
ENSG00000161509,54,51,98,82,173,136
ENSG00000161513,1854,1787,2823,878,1086,1125
ENSG00000161526,1803,1755,1641,1601,2011,1718
ENSG00000161533,853,1039,767,1197,1405,1341
ENSG00000161542,1858,2020,1907,1310,1678,1502
ENSG00000161544,0,0,1,0,0,1
ENSG00000161547,10259,9729,7612,8452,7203,6025
ENSG00000161551,12,26,24,26,21,7
ENSG00000161558,353,549,550,225,352,391
ENSG00000161594,0,2,0,2,5,0
ENSG00000161609,1,0,8,2,0,0
ENSG00000161610,14,3,1,4,0,2
ENSG00000161618,863,930,1584,781,1151,1079
ENSG00000161634,1,0,0,0,0,0
ENSG00000161638,349,560,614,417,701,632
ENSG00000161640,0,0,4,1,0,0
ENSG00000161642,7,11,15,11,31,25
ENSG00000161643,6,9,2,9,16,10
ENSG00000161647,0,0,0,0,0,0
ENSG00000161649,0,0,0,0,0,0
ENSG00000161652,0,0,1,0,0,0
ENSG00000161653,4,6,10,2,4,14
ENSG00000161654,418,615,300,944,1049,998
ENSG00000161664,11,8,37,8,62,54
ENSG00000161671,1060,1086,1049,1003,1719,1589
ENSG00000161677,1522,1246,2099,599,1082,898
ENSG00000161681,0,2,5,1,0,0
ENSG00000161682,18,44,39,4,13,18
ENSG00000161692,279,439,435,478,851,738
ENSG00000161714,21,50,50,43,103,85
ENSG00000161791,437,706,653,1286,2400,2129
ENSG00000161798,0,0,0,0,0,0
ENSG00000161800,3486,4061,3958,4004,4612,3913
ENSG00000161807,0,0,0,0,0,0
ENSG00000161813,856,983,682,1753,1748,1681
ENSG00000161835,15,5,11,11,4,19
ENSG00000161847,42,265,619,594,1507,1421
ENSG00000161849,0,0,0,0,0,0
ENSG00000161850,0,0,0,0,0,0
ENSG00000161860,58,88,78,14,24,24
ENSG00000161888,2391,2164,2253,819,1305,930
ENSG00000161896,0,0,0,0,0,0
ENSG00000161904,1761,2242,3001,1518,2298,2156
ENSG00000161905,0,0,2,0,0,0
ENSG00000161911,0,0,0,0,0,0
ENSG00000161912,0,0,2,4,9,6
ENSG00000161914,241,203,232,140,185,142
ENSG00000161920,184,163,199,58,102,108
ENSG00000161921,5,40,7,17,3,20
ENSG00000161929,0,0,5,0,0,0
ENSG00000161939,0,0,0,0,0,0
ENSG00000161940,15,37,57,13,21,36
ENSG00000161944,2,5,0,0,0,0
ENSG00000161955,16,9,7,9,28,15
ENSG00000161956,189,201,259,217,425,443
ENSG00000161958,0,1,7,0,5,18
ENSG00000161960,32,121,205,197,447,417
ENSG00000161970,295,280,284,256,360,240
ENSG00000161973,3,7,12,4,1,4
ENSG00000161980,1301,1057,1558,674,921,895
ENSG00000161981,1690,1448,1606,837,1287,996
ENSG00000161992,0,5,5,0,0,0
ENSG00000161996,438,604,876,782,1161,1154
ENSG00000161999,34,126,189,177,388,329
ENSG00000162004,68,67,71,34,63,44
ENSG00000162006,0,0,0,0,0,0
ENSG00000162009,0,0,0,0,0,0
ENSG00000162032,2,4,8,6,10,5
ENSG00000162039,0,0,4,0,0,0
ENSG00000162040,0,0,0,0,0,0
ENSG00000162062,449,500,720,383,481,512
ENSG00000162063,1145,1438,1575,1106,1658,1520
ENSG00000162065,234,198,288,328,419,430
ENSG00000162066,452,511,686,381,602,509
ENSG00000162068,0,4,0,0,3,5
ENSG00000162069,165,195,264,1,3,4
ENSG00000162073,168,336,558,387,787,690
ENSG00000162076,436,455,578,311,513,456
ENSG00000162078,314,454,390,53,80,102
ENSG00000162086,143,233,142,300,442,323
ENSG00000162104,87,143,165,206,386,355
ENSG00000162105,0,0,0,5,3,0
ENSG00000162129,343,466,548,513,781,693
ENSG00000162139,308,516,450,416,636,747
ENSG00000162144,469,605,610,812,1163,1173
ENSG00000162148,61,126,121,23,57,52
ENSG00000162174,24,19,11,35,46,29
ENSG00000162188,0,0,0,3,13,0
ENSG00000162191,5046,4111,5428,2507,3187,2953
ENSG00000162194,23,47,58,65,105,114
ENSG00000162222,490,453,360,373,506,447
ENSG00000162227,378,399,521,293,466,468
ENSG00000162231,1199,1372,1335,2032,2301,2106
ENSG00000162236,686,876,1028,986,1338,1211
ENSG00000162241,265,453,471,370,686,599
ENSG00000162244,20528,22624,12173,10931,15240,13518
ENSG00000162267,0,4,0,0,2,1
ENSG00000162298,432,628,620,940,1660,1525
ENSG00000162300,38,54,61,19,40,31
ENSG00000162302,748,993,1401,936,1576,1489
ENSG00000162337,106,153,195,334,571,499
ENSG00000162341,67,109,161,131,188,193
ENSG00000162344,0,0,0,0,0,0
ENSG00000162365,0,0,6,2,1,0
ENSG00000162366,0,0,0,0,0,0
ENSG00000162367,0,0,1,2,1,0
ENSG00000162368,6174,6722,5413,6897,6278,5953
ENSG00000162373,36,59,75,13,2,16
ENSG00000162374,0,0,0,0,3,0
ENSG00000162377,311,372,315,485,639,572
ENSG00000162378,212,305,242,330,436,391
ENSG00000162383,0,0,0,0,0,0
ENSG00000162384,1148,1160,943,680,723,682
ENSG00000162385,1691,1366,862,877,1185,1112
ENSG00000162390,2,4,4,15,11,16
ENSG00000162391,0,0,0,0,1,0
ENSG00000162396,54,71,63,19,42,17
ENSG00000162398,5,5,4,3,7,1
ENSG00000162399,3,0,1,2,0,4
ENSG00000162402,1034,1386,1198,2137,2824,2611
ENSG00000162407,0,0,0,0,0,0
ENSG00000162408,478,517,649,711,1039,859
ENSG00000162409,0,0,0,0,0,0
ENSG00000162413,370,601,800,1016,1562,1454
ENSG00000162415,0,4,5,2,4,2
ENSG00000162419,612,656,618,889,1310,1153
ENSG00000162426,6,2,4,2,1,2
ENSG00000162430,17,7,11,49,129,144
ENSG00000162433,3035,3987,3118,802,916,856
ENSG00000162434,3297,4668,3995,6997,9531,8318
ENSG00000162437,10,12,4,17,9,22
ENSG00000162438,3,15,30,0,11,6
ENSG00000162441,908,913,866,921,853,773
ENSG00000162444,0,0,0,0,0,0
ENSG00000162456,0,0,0,0,0,0
ENSG00000162458,0,0,1,3,0,0
ENSG00000162460,0,0,0,0,1,0
ENSG00000162461,26,27,33,22,76,81
ENSG00000162482,27,43,34,4,25,15
ENSG00000162490,11,47,26,206,348,267
ENSG00000162493,0,0,0,0,0,0
ENSG00000162494,0,0,0,0,0,0
ENSG00000162496,816,1038,1083,1209,1782,1493
ENSG00000162510,3,1,8,4,12,16
ENSG00000162511,3525,5599,7526,9676,13333,11467
ENSG00000162512,0,0,2,0,0,2
ENSG00000162517,1210,1156,1274,1053,1231,1180
ENSG00000162520,0,0,0,1,0,0
ENSG00000162521,2905,4682,3383,4245,5120,4720
ENSG00000162522,1,3,24,8,14,6
ENSG00000162526,0,3,0,0,8,7
ENSG00000162542,169,218,329,387,652,597
ENSG00000162543,78,73,77,148,200,166
ENSG00000162545,11,11,16,55,58,40
ENSG00000162551,6,36,13,10,19,3
ENSG00000162552,4,1,5,0,4,2
ENSG00000162571,2,0,3,3,0,6
ENSG00000162572,179,194,284,86,128,117
ENSG00000162576,51,72,132,62,136,136
ENSG00000162585,1654,1469,2486,753,1045,960
ENSG00000162591,2,2,4,15,6,13
ENSG00000162592,0,1,0,0,0,0
ENSG00000162594,92,115,82,142,153,163
ENSG00000162595,0,0,0,2,1,0
ENSG00000162598,0,0,0,0,0,0
ENSG00000162599,14,13,18,18,18,23
ENSG00000162600,235,251,228,233,310,241
ENSG00000162601,1184,1565,1118,1868,2639,2569
ENSG00000162604,1236,1151,1154,959,781,646
ENSG00000162607,4096,4451,3189,6314,6023,5396
ENSG00000162613,2816,3991,3206,5032,6574,5708
ENSG00000162614,9,1,12,14,11,11
ENSG00000162616,159,164,115,149,130,118
ENSG00000162618,0,0,0,0,0,0
ENSG00000162620,33,26,29,19,27,12
ENSG00000162621,0,0,0,0,0,0
ENSG00000162623,626,702,529,1026,954,849
ENSG00000162624,0,0,0,0,0,0
ENSG00000162627,0,4,0,2,6,4
ENSG00000162630,4,11,5,33,32,21
ENSG00000162631,0,0,0,0,2,0
ENSG00000162636,429,575,412,850,1013,1015
ENSG00000162639,1380,1295,1361,811,846,765
ENSG00000162641,3,0,0,1,0,5
ENSG00000162642,839,776,626,709,692,625
ENSG00000162643,24,15,11,27,24,28
ENSG00000162645,3890,4630,3953,3204,4041,3507
ENSG00000162650,192,280,309,190,362,404
ENSG00000162654,1408,1902,1391,4447,5981,5044
ENSG00000162664,932,1149,762,1528,1791,1669
ENSG00000162669,0,0,0,0,0,0
ENSG00000162670,0,0,0,0,1,0
ENSG00000162676,1908,2883,2947,2807,4288,4007
ENSG00000162685,0,0,0,1,0,0
ENSG00000162687,0,0,0,0,0,0
ENSG00000162688,798,955,688,926,1132,958
ENSG00000162692,539,547,558,456,513,511
ENSG00000162694,300,358,167,387,356,277
ENSG00000162695,498,769,426,1290,1424,1198
ENSG00000162699,0,0,0,0,0,0
ENSG00000162702,396,498,254,601,919,740
ENSG00000162704,14377,14431,13409,11734,11700,11044
ENSG00000162706,0,0,0,0,0,0
ENSG00000162711,0,0,0,0,0,0
ENSG00000162714,381,612,709,463,881,763
ENSG00000162722,3,1,2,8,18,31
ENSG00000162723,0,0,0,0,0,0
ENSG00000162727,0,0,0,0,0,0
ENSG00000162728,0,0,0,0,0,3
ENSG00000162729,812,864,1227,502,744,587
ENSG00000162733,10,8,1,27,41,22
ENSG00000162734,598,853,847,1048,1690,1577
ENSG00000162735,1033,1231,689,870,1240,1007
ENSG00000162736,533,991,880,1666,2313,2194
ENSG00000162738,0,1,1,1,0,2
ENSG00000162739,828,1106,653,931,893,880
ENSG00000162745,0,0,0,0,0,0
ENSG00000162746,41,26,25,46,35,45
ENSG00000162747,0,3,0,0,0,0
ENSG00000162753,0,0,0,0,0,0
ENSG00000162755,37,44,34,20,13,14
ENSG00000162757,10,3,0,0,0,1
ENSG00000162761,0,0,0,0,0,0
ENSG00000162763,0,0,0,0,0,0
ENSG00000162769,711,803,577,607,608,577
ENSG00000162771,0,0,0,0,0,0
ENSG00000162772,101,204,189,557,808,708
ENSG00000162775,1284,1484,1558,1144,1626,1560
ENSG00000162777,990,1267,1211,1671,2461,2161
ENSG00000162779,0,0,0,0,1,3
ENSG00000162782,0,0,0,0,0,0
ENSG00000162783,5131,6801,9434,4553,6558,6827
ENSG00000162804,16,67,64,30,67,70
ENSG00000162813,1589,1434,1241,1412,1434,1219
ENSG00000162814,0,0,0,0,0,0
ENSG00000162817,0,0,0,6,7,0
ENSG00000162819,1119,1398,890,1677,1536,1403
ENSG00000162825,4,11,4,48,45,22
ENSG00000162836,826,1078,1086,669,803,696
ENSG00000162840,5,6,12,2,0,2
ENSG00000162843,0,0,0,0,0,1
ENSG00000162849,0,0,0,4,4,2
ENSG00000162851,467,395,444,626,545,562
ENSG00000162852,485,546,511,780,779,745
ENSG00000162869,757,919,888,888,818,757
ENSG00000162873,0,0,0,0,0,0
ENSG00000162877,0,0,1,1,5,0
ENSG00000162878,0,0,0,0,0,0
